TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/09
TIME;16:12:45
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,10497
MAXY;     1,57954
MINY;     0,10497
XYDATA
800,0000;0,104969
799,0000;0,10567
798,0000;0,106382
797,0000;0,107096
796,0000;0,10781
795,0000;0,108533
794,0000;0,109265
793,0000;0,110006
792,0000;0,110747
791,0000;0,111494
790,0000;0,112256
789,0000;0,113029
788,0000;0,113804
787,0000;0,114585
786,0000;0,115373
785,0000;0,116166
784,0000;0,116962
783,0000;0,117763
782,0000;0,118567
781,0000;0,119379
780,0000;0,120192
779,0000;0,121008
778,0000;0,121826
777,0000;0,122657
776,0000;0,12349
775,0000;0,12433
774,0000;0,125175
773,0000;0,126024
772,0000;0,126884
771,0000;0,127742
770,0000;0,128593
769,0000;0,129459
768,0000;0,130333
767,0000;0,131198
766,0000;0,132067
765,0000;0,132957
764,0000;0,133849
763,0000;0,134731
762,0000;0,135634
761,0000;0,136544
760,0000;0,137456
759,0000;0,138382
758,0000;0,139319
757,0000;0,14026
756,0000;0,14122
755,0000;0,142187
754,0000;0,143161
753,0000;0,144156
752,0000;0,145157
751,0000;0,146168
750,0000;0,147213
749,0000;0,14827
748,0000;0,149343
747,0000;0,150437
746,0000;0,15155
745,0000;0,152693
744,0000;0,153872
743,0000;0,155081
742,0000;0,156347
741,0000;0,157677
740,0000;0,159356
739,0000;0,160889
738,0000;0,162585
737,0000;0,164509
736,0000;0,166771
735,0000;0,169478
734,0000;0,172787
733,0000;0,176751
732,0000;0,181303
731,0000;0,186106
730,0000;0,190438
729,0000;0,19337
728,0000;0,194169
727,0000;0,192891
726,0000;0,190337
725,0000;0,187666
724,0000;0,18555
723,0000;0,184144
722,0000;0,183468
721,0000;0,183408
720,0000;0,183877
719,0000;0,184645
718,0000;0,185508
717,0000;0,1864
716,0000;0,187335
715,0000;0,188312
714,0000;0,189328
713,0000;0,190387
712,0000;0,191486
711,0000;0,192621
710,0000;0,193796
709,0000;0,194997
708,0000;0,196234
707,0000;0,197515
706,0000;0,198825
705,0000;0,200158
704,0000;0,20153
703,0000;0,202917
702,0000;0,204334
701,0000;0,205771
700,0000;0,207224
699,0000;0,208705
698,0000;0,210199
697,0000;0,211719
696,0000;0,213265
695,0000;0,214832
694,0000;0,216426
693,0000;0,218038
692,0000;0,219674
691,0000;0,221333
690,0000;0,223019
689,0000;0,224732
688,0000;0,226469
687,0000;0,228229
686,0000;0,230017
685,0000;0,231831
684,0000;0,233661
683,0000;0,235508
682,0000;0,237378
681,0000;0,239267
680,0000;0,241169
679,0000;0,243098
