TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/09
TIME;15:40:14
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,13877
MAXY;     1,19877
MINY;     0,13877
XYDATA
800,0000;0,138767
799,0000;0,13939
798,0000;0,14002
797,0000;0,140651
796,0000;0,141285
795,0000;0,141934
794,0000;0,142589
793,0000;0,143253
792,0000;0,143921
791,0000;0,144595
790,0000;0,145284
789,0000;0,14598
788,0000;0,146676
787,0000;0,147378
786,0000;0,148082
785,0000;0,148792
784,0000;0,149502
783,0000;0,150213
782,0000;0,150926
781,0000;0,151639
780,0000;0,152352
779,0000;0,153076
778,0000;0,153795
777,0000;0,154519
776,0000;0,155255
775,0000;0,155997
774,0000;0,15674
773,0000;0,15748
772,0000;0,158228
771,0000;0,158967
770,0000;0,159701
769,0000;0,160451
768,0000;0,161208
767,0000;0,16196
766,0000;0,16272
765,0000;0,163497
764,0000;0,164279
763,0000;0,165044
762,0000;0,16582
761,0000;0,166606
760,0000;0,167393
759,0000;0,168195
758,0000;0,168992
757,0000;0,169799
756,0000;0,170632
755,0000;0,171457
754,0000;0,172282
753,0000;0,17313
752,0000;0,173986
751,0000;0,174848
750,0000;0,175727
749,0000;0,176618
748,0000;0,177531
747,0000;0,178462
746,0000;0,179405
745,0000;0,180386
744,0000;0,181397
743,0000;0,182444
742,0000;0,183543
741,0000;0,184703
740,0000;0,186125
739,0000;0,187486
738,0000;0,189008
737,0000;0,190765
736,0000;0,192852
735,0000;0,195399
734,0000;0,198522
733,0000;0,2023
732,0000;0,206667
731,0000;0,211257
730,0000;0,215356
729,0000;0,218017
728,0000;0,218559
727,0000;0,217023
726,0000;0,214224
725,0000;0,21133
724,0000;0,209
723,0000;0,207389
722,0000;0,206496
721,0000;0,20621
720,0000;0,206446
719,0000;0,206959
718,0000;0,207563
717,0000;0,208198
716,0000;0,20886
715,0000;0,209561
714,0000;0,210297
713,0000;0,211068
712,0000;0,211871
711,0000;0,212703
710,0000;0,213566
709,0000;0,214465
708,0000;0,215388
707,0000;0,216339
706,0000;0,217315
705,0000;0,218315
704,0000;0,219336
703,0000;0,220376
702,0000;0,221428
701,0000;0,222496
700,0000;0,22358
699,0000;0,224675
698,0000;0,225786
697,0000;0,226913
696,0000;0,228054
695,0000;0,229207
694,0000;0,230373
693,0000;0,231565
692,0000;0,232769
691,0000;0,233984
690,0000;0,235217
689,0000;0,236476
688,0000;0,237748
687,0000;0,239024
686,0000;0,240316
685,0000;0,24162
684,0000;0,242942
683,0000;0,244271
682,0000;0,245612
681,0000;0,246971
680,0000;0,248345
679,0000;0,24973
