TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/09
TIME;15:34:41
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,14086
MAXY;     1,21426
MINY;     0,14086
XYDATA
800,0000;0,140862
799,0000;0,141517
798,0000;0,14218
797,0000;0,142845
796,0000;0,143511
795,0000;0,144181
794,0000;0,144867
793,0000;0,145553
792,0000;0,146237
791,0000;0,146927
790,0000;0,147629
789,0000;0,148341
788,0000;0,149058
787,0000;0,149777
786,0000;0,150503
785,0000;0,15124
784,0000;0,151968
783,0000;0,152704
782,0000;0,153443
781,0000;0,154188
780,0000;0,154935
779,0000;0,155685
778,0000;0,15644
777,0000;0,157195
776,0000;0,157956
775,0000;0,158725
774,0000;0,159487
773,0000;0,160253
772,0000;0,161025
771,0000;0,161801
770,0000;0,162575
769,0000;0,163357
768,0000;0,164149
767,0000;0,164932
766,0000;0,165716
765,0000;0,166515
764,0000;0,167305
763,0000;0,168091
762,0000;0,168891
761,0000;0,169701
760,0000;0,170516
759,0000;0,171348
758,0000;0,172186
757,0000;0,173022
756,0000;0,173882
755,0000;0,174736
754,0000;0,175591
753,0000;0,176469
752,0000;0,177357
751,0000;0,178256
750,0000;0,17918
749,0000;0,180108
748,0000;0,181056
747,0000;0,182022
746,0000;0,183005
745,0000;0,184016
744,0000;0,185056
743,0000;0,186132
742,0000;0,187265
741,0000;0,188456
740,0000;0,189904
739,0000;0,191297
738,0000;0,192854
737,0000;0,194634
736,0000;0,196748
735,0000;0,199318
734,0000;0,202477
733,0000;0,206297
732,0000;0,210695
731,0000;0,215328
730,0000;0,219463
729,0000;0,222165
728,0000;0,222733
727,0000;0,221231
726,0000;0,218468
725,0000;0,215601
724,0000;0,213293
723,0000;0,2117
722,0000;0,210828
721,0000;0,210575
720,0000;0,210835
719,0000;0,211384
718,0000;0,212025
717,0000;0,212699
716,0000;0,213405
715,0000;0,214138
714,0000;0,21491
713,0000;0,215712
712,0000;0,216544
711,0000;0,217404
710,0000;0,218299
709,0000;0,219229
708,0000;0,220183
707,0000;0,22117
706,0000;0,222173
705,0000;0,223203
704,0000;0,224249
703,0000;0,225316
702,0000;0,226399
701,0000;0,227495
700,0000;0,228611
699,0000;0,229744
698,0000;0,230888
697,0000;0,232049
696,0000;0,233226
695,0000;0,234418
694,0000;0,235623
693,0000;0,23684
692,0000;0,238072
691,0000;0,239325
690,0000;0,240588
689,0000;0,241868
688,0000;0,24316
687,0000;0,244471
686,0000;0,245799
685,0000;0,247134
684,0000;0,248479
683,0000;0,249832
682,0000;0,251196
681,0000;0,252574
680,0000;0,253962
679,0000;0,255362
