TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/09
TIME;16:18:51
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,38132
MAXY;     0,83166
MINY;     0,29641
XYDATA
800,0000;0,381323
799,0000;0,381551
798,0000;0,381787
797,0000;0,382015
796,0000;0,38224
795,0000;0,382473
794,0000;0,382719
793,0000;0,382967
792,0000;0,3832
791,0000;0,38344
790,0000;0,383677
789,0000;0,383917
788,0000;0,384158
787,0000;0,384388
786,0000;0,384626
785,0000;0,384862
784,0000;0,385095
783,0000;0,385333
782,0000;0,385564
781,0000;0,385797
780,0000;0,386032
779,0000;0,386265
778,0000;0,386492
777,0000;0,386711
776,0000;0,386934
775,0000;0,387157
774,0000;0,38737
773,0000;0,387575
772,0000;0,387791
771,0000;0,388008
770,0000;0,38821
769,0000;0,388415
768,0000;0,388622
767,0000;0,388817
766,0000;0,389011
765,0000;0,389209
764,0000;0,389401
763,0000;0,389587
762,0000;0,389786
761,0000;0,389975
760,0000;0,390165
759,0000;0,390356
758,0000;0,390555
757,0000;0,390742
756,0000;0,390935
755,0000;0,391132
754,0000;0,391321
753,0000;0,391529
752,0000;0,391734
751,0000;0,391946
750,0000;0,392179
749,0000;0,392412
748,0000;0,392657
747,0000;0,392927
746,0000;0,393201
745,0000;0,393502
744,0000;0,393834
743,0000;0,394192
742,0000;0,394598
741,0000;0,395056
740,0000;0,395182
739,0000;0,395841
738,0000;0,396657
737,0000;0,3977
736,0000;0,399084
735,0000;0,400921
734,0000;0,403338
733,0000;0,406402
732,0000;0,410006
731,0000;0,413789
730,0000;0,417003
729,0000;0,41873
728,0000;0,4183
727,0000;0,415811
726,0000;0,412128
725,0000;0,40841
724,0000;0,405299
723,0000;0,402918
722,0000;0,401246
721,0000;0,400168
720,0000;0,399562
719,0000;0,39922
718,0000;0,398953
717,0000;0,398705
716,0000;0,398487
715,0000;0,398299
714,0000;0,398141
713,0000;0,398007
712,0000;0,397896
711,0000;0,397818
710,0000;0,397769
709,0000;0,397739
708,0000;0,397729
707,0000;0,397734
706,0000;0,397754
705,0000;0,39779
704,0000;0,397829
703,0000;0,397879
702,0000;0,397946
701,0000;0,398016
700,0000;0,398099
699,0000;0,39819
698,0000;0,398286
697,0000;0,398387
696,0000;0,398496
695,0000;0,398613
694,0000;0,398738
693,0000;0,398866
692,0000;0,399
691,0000;0,399145
690,0000;0,399287
689,0000;0,399441
688,0000;0,399594
687,0000;0,399761
686,0000;0,399925
685,0000;0,400099
684,0000;0,400288
683,0000;0,400472
682,0000;0,40066
681,0000;0,400847
680,0000;0,401038
679,0000;0,401243
