TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/09
TIME;13:00:57
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,18937
MAXY;     0,37418
MINY;     0,18937
XYDATA
800,0000;0,189366
799,0000;0,18961
798,0000;0,189862
797,0000;0,190113
796,0000;0,190358
795,0000;0,190606
794,0000;0,190868
793,0000;0,191134
792,0000;0,191393
791,0000;0,191652
790,0000;0,191921
789,0000;0,19219
788,0000;0,192456
787,0000;0,19272
786,0000;0,192989
785,0000;0,193257
784,0000;0,193525
783,0000;0,193794
782,0000;0,194065
781,0000;0,194334
780,0000;0,194601
779,0000;0,194863
778,0000;0,195126
777,0000;0,195386
776,0000;0,195647
775,0000;0,195908
774,0000;0,196159
773,0000;0,196407
772,0000;0,196659
771,0000;0,196908
770,0000;0,197143
769,0000;0,197388
768,0000;0,197637
767,0000;0,197874
766,0000;0,198108
765,0000;0,198347
764,0000;0,198577
763,0000;0,198803
762,0000;0,199037
761,0000;0,19927
760,0000;0,199485
759,0000;0,199727
758,0000;0,19997
757,0000;0,200194
756,0000;0,200441
755,0000;0,200684
754,0000;0,20093
753,0000;0,201191
752,0000;0,201443
751,0000;0,201703
750,0000;0,201981
749,0000;0,202267
748,0000;0,202568
747,0000;0,202885
746,0000;0,203213
745,0000;0,20357
744,0000;0,203959
743,0000;0,204372
742,0000;0,204827
741,0000;0,205341
740,0000;0,205724
739,0000;0,206434
738,0000;0,207307
737,0000;0,208399
736,0000;0,209828
735,0000;0,211711
734,0000;0,214174
733,0000;0,217281
732,0000;0,220934
731,0000;0,224776
730,0000;0,228069
729,0000;0,229888
728,0000;0,229549
727,0000;0,227144
726,0000;0,223513
725,0000;0,219838
724,0000;0,216762
723,0000;0,214416
722,0000;0,212777
721,0000;0,211731
720,0000;0,211175
719,0000;0,210881
718,0000;0,210663
717,0000;0,210461
716,0000;0,210294
715,0000;0,210157
714,0000;0,210049
713,0000;0,209963
712,0000;0,209902
711,0000;0,209866
710,0000;0,209854
709,0000;0,209856
708,0000;0,209873
707,0000;0,209909
706,0000;0,209966
705,0000;0,210032
704,0000;0,210109
703,0000;0,210202
702,0000;0,2103
701,0000;0,210411
700,0000;0,210526
699,0000;0,210654
698,0000;0,210792
697,0000;0,210931
696,0000;0,211076
695,0000;0,211226
694,0000;0,211375
693,0000;0,211534
692,0000;0,211693
691,0000;0,211859
690,0000;0,212037
689,0000;0,212213
688,0000;0,212398
687,0000;0,212595
686,0000;0,212787
685,0000;0,21299
684,0000;0,21319
683,0000;0,213392
682,0000;0,213596
681,0000;0,213796
680,0000;0,214007
679,0000;0,21422
