TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;25/08/20
TIME;15:23:16
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,05287
MAXY;     0,41653
MINY;     0,05287
XYDATA
800,0000;0,0528694
799,0000;0,0531428
798,0000;0,0534274
797,0000;0,0537103
796,0000;0,0539925
795,0000;0,0542726
794,0000;0,0545628
793,0000;0,0548652
792,0000;0,0551628
791,0000;0,0554542
790,0000;0,055748
789,0000;0,05605
788,0000;0,0563505
787,0000;0,0566492
786,0000;0,0569475
785,0000;0,057246
784,0000;0,0575431
783,0000;0,0578487
782,0000;0,0581503
781,0000;0,0584494
780,0000;0,0587469
779,0000;0,0590467
778,0000;0,0593461
777,0000;0,0596459
776,0000;0,0599428
775,0000;0,0602469
774,0000;0,0605448
773,0000;0,0608419
772,0000;0,0611381
771,0000;0,0614304
770,0000;0,0617133
769,0000;0,0619945
768,0000;0,0622857
767,0000;0,0625661
766,0000;0,0628451
765,0000;0,0631377
764,0000;0,0634197
763,0000;0,0636948
762,0000;0,0639805
761,0000;0,0642753
760,0000;0,0645489
759,0000;0,0648313
758,0000;0,0651299
757,0000;0,0654136
756,0000;0,065708
755,0000;0,0660067
754,0000;0,0663028
753,0000;0,0666137
752,0000;0,0669271
751,0000;0,067254
750,0000;0,0676027
749,0000;0,0679415
748,0000;0,0682916
747,0000;0,0687613
746,0000;0,0698217
745,0000;0,0706297
744,0000;0,0700481
743,0000;0,0695985
742,0000;0,0696047
741,0000;0,0701596
740,0000;0,0702514
739,0000;0,0703114
738,0000;0,0719949
737,0000;0,0741227
736,0000;0,0762332
735,0000;0,0784237
734,0000;0,0810084
733,0000;0,0842142
732,0000;0,0879689
731,0000;0,0918873
730,0000;0,0952263
729,0000;0,0970233
728,0000;0,096634
727,0000;0,0942035
726,0000;0,090589
725,0000;0,0869821
724,0000;0,0839974
723,0000;0,0817428
722,0000;0,0802077
721,0000;0,0792538
720,0000;0,0787881
719,0000;0,0785705
718,0000;0,0784239
717,0000;0,0783017
716,0000;0,0782045
715,0000;0,0781416
714,0000;0,078116
713,0000;0,0781156
712,0000;0,0781374
711,0000;0,0781825
710,0000;0,0782561
709,0000;0,0783544
708,0000;0,0784674
707,0000;0,0786054
706,0000;0,0787616
705,0000;0,078933
704,0000;0,0791141
703,0000;0,0793091
702,0000;0,0795202
701,0000;0,0797356
700,0000;0,0799609
699,0000;0,0801909
698,0000;0,0804323
697,0000;0,0806747
696,0000;0,0809284
695,0000;0,0811842
694,0000;0,0814508
693,0000;0,0817235
692,0000;0,0820088
691,0000;0,0823016
690,0000;0,0826017
