TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/08
TIME;16:28:56
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,56000
MAXY;     2,49510
MINY;     0,56000
XYDATA
800,0000;0,56
799,0000;0,562056
798,0000;0,564134
797,0000;0,566208
796,0000;0,56828
795,0000;0,570365
794,0000;0,572468
793,0000;0,57458
792,0000;0,576689
791,0000;0,578812
790,0000;0,580957
789,0000;0,583123
788,0000;0,585288
787,0000;0,58746
786,0000;0,589649
785,0000;0,591838
784,0000;0,594038
783,0000;0,596238
782,0000;0,598454
781,0000;0,600674
780,0000;0,602898
779,0000;0,605128
778,0000;0,607363
777,0000;0,609604
776,0000;0,611859
775,0000;0,614124
774,0000;0,616386
773,0000;0,618658
772,0000;0,620947
771,0000;0,623243
770,0000;0,625538
769,0000;0,627845
768,0000;0,630167
767,0000;0,632488
766,0000;0,634802
765,0000;0,637133
764,0000;0,639464
763,0000;0,641783
762,0000;0,644123
761,0000;0,646478
760,0000;0,648833
759,0000;0,651214
758,0000;0,653608
757,0000;0,656006
756,0000;0,658428
755,0000;0,660853
754,0000;0,66328
753,0000;0,665729
752,0000;0,668182
751,0000;0,670644
750,0000;0,673133
749,0000;0,675628
748,0000;0,678138
747,0000;0,680671
746,0000;0,683226
745,0000;0,685809
744,0000;0,688413
743,0000;0,691065
742,0000;0,693767
741,0000;0,696522
740,0000;0,700309
739,0000;0,703256
738,0000;0,706356
737,0000;0,709663
736,0000;0,713283
735,0000;0,717358
734,0000;0,72201
733,0000;0,727335
732,0000;0,733296
731,0000;0,739588
730,0000;0,74554
729,0000;0,750164
728,0000;0,752688
727,0000;0,753073
726,0000;0,752065
725,0000;0,750808
724,0000;0,749991
723,0000;0,749855
722,0000;0,750449
721,0000;0,75169
720,0000;0,753499
719,0000;0,755647
718,0000;0,757916
717,0000;0,76021
716,0000;0,76254
715,0000;0,764912
714,0000;0,767317
713,0000;0,76976
712,0000;0,772239
711,0000;0,774746
710,0000;0,777295
709,0000;0,779877
708,0000;0,782495
707,0000;0,785149
706,0000;0,787834
705,0000;0,790552
704,0000;0,793295
703,0000;0,796059
702,0000;0,798845
701,0000;0,801646
700,0000;0,804469
699,0000;0,807311
698,0000;0,810176
697,0000;0,813057
696,0000;0,815962
695,0000;0,818881
694,0000;0,821822
693,0000;0,824777
692,0000;0,827754
691,0000;0,83077
690,0000;0,833813
689,0000;0,836883
688,0000;0,839984
687,0000;0,843113
686,0000;0,846261
685,0000;0,849414
684,0000;0,852584
683,0000;0,855775
682,0000;0,858977
681,0000;0,862193
680,0000;0,865432
679,0000;0,868689
