TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/08
TIME;18:37:58
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;    -0,00035
MAXY;     3,31790
MINY;    -0,00035
XYDATA
800,0000;-0,000348693
799,0000;0,00208343
798,0000;0,00453285
797,0000;0,00698537
796,0000;0,00944703
795,0000;0,0119281
794,0000;0,0144323
793,0000;0,0169506
792,0000;0,0194753
791,0000;0,022017
790,0000;0,0245863
789,0000;0,0271772
788,0000;0,0297773
787,0000;0,0323912
786,0000;0,035028
785,0000;0,0376782
784,0000;0,040341
783,0000;0,0430138
782,0000;0,0457017
781,0000;0,0483992
780,0000;0,0511075
779,0000;0,0538301
778,0000;0,0565716
777,0000;0,0593243
776,0000;0,0620899
775,0000;0,0648771
774,0000;0,0676754
773,0000;0,0704891
772,0000;0,0733191
771,0000;0,0761713
770,0000;0,0790305
769,0000;0,0819148
768,0000;0,0848103
767,0000;0,0877259
766,0000;0,0906601
765,0000;0,0936168
764,0000;0,0965814
763,0000;0,0995445
762,0000;0,102546
761,0000;0,105564
760,0000;0,108588
759,0000;0,111642
758,0000;0,114718
757,0000;0,117808
756,0000;0,120939
755,0000;0,124083
754,0000;0,127236
753,0000;0,130418
752,0000;0,133626
751,0000;0,136866
750,0000;0,140138
749,0000;0,143428
748,0000;0,146744
747,0000;0,150104
746,0000;0,15349
745,0000;0,156918
744,0000;0,160387
743,0000;0,163904
742,0000;0,167493
741,0000;0,17115
740,0000;0,175154
739,0000;0,179018
738,0000;0,183039
737,0000;0,187284
736,0000;0,191857
735,0000;0,196874
734,0000;0,202491
733,0000;0,208807
732,0000;0,215817
731,0000;0,223219
730,0000;0,230375
729,0000;0,236304
728,0000;0,240163
727,0000;0,241865
726,0000;0,242111
725,0000;0,242045
724,0000;0,242376
723,0000;0,243367
722,0000;0,245112
721,0000;0,247547
720,0000;0,250605
719,0000;0,254061
718,0000;0,257646
717,0000;0,261288
716,0000;0,264979
715,0000;0,268718
714,0000;0,272514
713,0000;0,276355
712,0000;0,280256
711,0000;0,28421
710,0000;0,288211
709,0000;0,292268
708,0000;0,296388
707,0000;0,300558
706,0000;0,304785
705,0000;0,309066
704,0000;0,313394
703,0000;0,317768
702,0000;0,322189
701,0000;0,326652
700,0000;0,331151
699,0000;0,335693
698,0000;0,340281
697,0000;0,344905
696,0000;0,349567
695,0000;0,354269
694,0000;0,359017
693,0000;0,363802
692,0000;0,368645
691,0000;0,373541
690,0000;0,378488
689,0000;0,383494
688,0000;0,388558
687,0000;0,393658
686,0000;0,398804
685,0000;0,403989
684,0000;0,40922
683,0000;0,41449
