TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;25/08/20
TIME;15:19:31
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,04839
MAXY;     0,56868
MINY;     0,01269
XYDATA
800,0000;0,0483927
799,0000;0,0486287
798,0000;0,0488775
797,0000;0,0491205
796,0000;0,0493656
795,0000;0,049618
794,0000;0,0498813
793,0000;0,0501477
792,0000;0,0504022
791,0000;0,0506646
790,0000;0,0509289
789,0000;0,0511895
788,0000;0,0514487
787,0000;0,0517161
786,0000;0,0519873
785,0000;0,0522584
784,0000;0,0525316
783,0000;0,0527974
782,0000;0,0530717
781,0000;0,0533411
780,0000;0,0536098
779,0000;0,0538724
778,0000;0,0541408
777,0000;0,0544037
776,0000;0,0546689
775,0000;0,0549406
774,0000;0,0552032
773,0000;0,0554589
772,0000;0,0557118
771,0000;0,0559694
770,0000;0,0562172
769,0000;0,0564583
768,0000;0,0567113
767,0000;0,0569553
766,0000;0,0571964
765,0000;0,0574515
764,0000;0,0576934
763,0000;0,057929
762,0000;0,0581697
761,0000;0,0584222
760,0000;0,0586603
759,0000;0,0589063
758,0000;0,0591605
757,0000;0,0594092
756,0000;0,0596651
755,0000;0,059931
754,0000;0,060181
753,0000;0,0604497
752,0000;0,0607264
751,0000;0,0610135
750,0000;0,0613167
749,0000;0,0616148
748,0000;0,0619234
747,0000;0,0623543
746,0000;0,0633645
745,0000;0,0641055
744,0000;0,0634605
743,0000;0,062956
742,0000;0,0628922
741,0000;0,0633784
740,0000;0,0634079
739,0000;0,063437
738,0000;0,0650901
737,0000;0,0671859
736,0000;0,0692572
735,0000;0,0714008
734,0000;0,0739363
733,0000;0,0770865
732,0000;0,0807894
731,0000;0,0846482
730,0000;0,0879265
729,0000;0,089679
728,0000;0,0892333
727,0000;0,0867386
726,0000;0,0830836
725,0000;0,0794183
724,0000;0,0763704
723,0000;0,0740443
722,0000;0,0724432
721,0000;0,071431
720,0000;0,0709034
719,0000;0,0706207
718,0000;0,0704129
717,0000;0,0702363
716,0000;0,0700834
715,0000;0,06996
714,0000;0,0698612
713,0000;0,0697917
712,0000;0,0697506
711,0000;0,0697323
710,0000;0,0697365
709,0000;0,069769
708,0000;0,0698229
707,0000;0,0698948
706,0000;0,069982
705,0000;0,0700844
704,0000;0,0701984
703,0000;0,070327
702,0000;0,0704623
701,0000;0,0706077
700,0000;0,0707611
699,0000;0,0709163
698,0000;0,0710892
697,0000;0,0712631
696,0000;0,0714482
695,0000;0,0716382
694,0000;0,0718382
693,0000;0,0720472
692,0000;0,07226
691,0000;0,0724751
690,0000;0,0726945
689,0000;0,0729226
