TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/08
TIME;15:54:59
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,52481
MAXY;     3,05135
MINY;     0,52481
XYDATA
800,0000;0,524808
799,0000;0,526741
798,0000;0,528702
797,0000;0,530662
796,0000;0,532622
795,0000;0,53458
794,0000;0,53656
793,0000;0,538555
792,0000;0,540556
791,0000;0,542565
790,0000;0,544593
789,0000;0,546636
788,0000;0,548694
787,0000;0,550756
786,0000;0,552825
785,0000;0,554901
784,0000;0,556987
783,0000;0,559079
782,0000;0,561186
781,0000;0,563295
780,0000;0,565411
779,0000;0,567539
778,0000;0,569679
777,0000;0,571815
776,0000;0,573958
775,0000;0,576112
774,0000;0,578274
773,0000;0,580445
772,0000;0,582629
771,0000;0,584825
770,0000;0,587025
769,0000;0,589227
768,0000;0,591459
767,0000;0,593685
766,0000;0,595908
765,0000;0,598149
764,0000;0,600391
763,0000;0,602621
762,0000;0,604869
761,0000;0,607122
760,0000;0,609368
759,0000;0,611631
758,0000;0,613913
757,0000;0,616195
756,0000;0,61849
755,0000;0,620798
754,0000;0,623105
753,0000;0,625438
752,0000;0,627778
751,0000;0,630123
750,0000;0,63249
749,0000;0,634866
748,0000;0,637257
747,0000;0,639676
746,0000;0,642109
745,0000;0,64457
744,0000;0,647074
743,0000;0,649615
742,0000;0,652218
741,0000;0,654877
740,0000;0,65777
739,0000;0,660627
738,0000;0,663643
737,0000;0,666879
736,0000;0,67043
735,0000;0,674416
734,0000;0,678968
733,0000;0,684191
732,0000;0,690045
731,0000;0,696247
730,0000;0,702147
729,0000;0,706827
728,0000;0,709484
727,0000;0,710017
726,0000;0,709149
725,0000;0,708002
724,0000;0,707282
723,0000;0,707232
722,0000;0,707892
721,0000;0,709217
720,0000;0,711111
719,0000;0,71336
718,0000;0,715723
717,0000;0,718104
716,0000;0,720493
715,0000;0,722901
714,0000;0,725326
713,0000;0,727767
712,0000;0,730212
711,0000;0,732672
710,0000;0,735162
709,0000;0,73769
708,0000;0,740249
707,0000;0,742838
706,0000;0,745466
705,0000;0,748135
704,0000;0,750833
703,0000;0,753563
702,0000;0,756316
701,0000;0,759094
700,0000;0,761893
699,0000;0,764719
698,0000;0,767565
697,0000;0,770421
696,0000;0,773297
695,0000;0,776199
694,0000;0,779122
693,0000;0,782063
692,0000;0,785021
691,0000;0,788012
690,0000;0,791028
689,0000;0,794066
688,0000;0,797124
687,0000;0,800209
686,0000;0,803311
685,0000;0,806438
684,0000;0,809572
683,0000;0,812718
682,0000;0,81589
681,0000;0,819085
680,0000;0,822299
679,0000;0,825533
