TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/08
TIME;15:37:17
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,25133
MAXY;     4,89756
MINY;     0,25133
XYDATA
800,0000;0,251333
799,0000;0,253136
798,0000;0,254963
797,0000;0,256797
796,0000;0,258641
795,0000;0,260516
794,0000;0,262422
793,0000;0,264346
792,0000;0,266284
791,0000;0,268236
790,0000;0,270216
789,0000;0,272218
788,0000;0,274237
787,0000;0,276275
786,0000;0,27833
785,0000;0,280409
784,0000;0,282507
783,0000;0,28461
782,0000;0,286731
781,0000;0,288869
780,0000;0,291024
779,0000;0,293201
778,0000;0,295392
777,0000;0,297603
776,0000;0,299838
775,0000;0,302104
774,0000;0,304374
773,0000;0,306661
772,0000;0,308974
771,0000;0,311314
770,0000;0,313664
769,0000;0,31604
768,0000;0,318449
767,0000;0,320874
766,0000;0,323312
765,0000;0,325773
764,0000;0,328246
763,0000;0,330725
762,0000;0,333234
761,0000;0,335766
760,0000;0,338307
759,0000;0,340885
758,0000;0,343483
757,0000;0,346097
756,0000;0,348751
755,0000;0,351419
754,0000;0,354102
753,0000;0,356822
752,0000;0,359567
751,0000;0,362342
750,0000;0,365158
749,0000;0,367986
748,0000;0,370851
747,0000;0,373756
746,0000;0,376701
745,0000;0,379689
744,0000;0,382728
743,0000;0,385813
742,0000;0,38897
741,0000;0,392213
740,0000;0,395794
739,0000;0,399269
738,0000;0,402909
737,0000;0,406793
736,0000;0,411001
735,0000;0,415653
734,0000;0,4209
733,0000;0,426833
732,0000;0,433456
731,0000;0,440493
730,0000;0,447291
729,0000;0,45293
728,0000;0,456587
727,0000;0,458149
726,0000;0,458294
725,0000;0,458134
724,0000;0,458379
723,0000;0,459283
722,0000;0,460938
721,0000;0,463283
720,0000;0,466255
719,0000;0,469626
718,0000;0,473137
717,0000;0,476689
716,0000;0,480294
715,0000;0,483937
714,0000;0,487622
713,0000;0,491352
712,0000;0,495121
711,0000;0,49894
710,0000;0,502817
709,0000;0,506753
708,0000;0,510762
707,0000;0,514831
706,0000;0,518981
705,0000;0,523199
704,0000;0,527488
703,0000;0,531841
702,0000;0,536258
701,0000;0,540735
700,0000;0,545265
699,0000;0,549858
698,0000;0,554502
697,0000;0,559197
696,0000;0,563944
695,0000;0,568743
694,0000;0,573605
693,0000;0,578526
692,0000;0,583499
691,0000;0,588542
690,0000;0,593657
689,0000;0,598848
688,0000;0,604096
687,0000;0,60941
686,0000;0,614793
685,0000;0,620231
684,0000;0,625713
683,0000;0,631252
682,0000;0,636861
681,0000;0,642518
680,0000;0,648234
679,0000;0,654012
