TITLE;
DATA TYPE;ULTRAVIOLET SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;26/06/08
TIME;17:18:21
SPECTROMETER/DATA SYSTEM;
LOCALE;1036
RESOLUTION;
DELTAX;-1
XUNITS;NANOMETERS
YUNITS;ABSORBANCE
FIRSTX;  800,0000
LASTX;  300,0000
NPOINTS;     501
FIRSTY;     0,71342
MAXY;     1,66680
MINY;     0,56524
XYDATA
800,0000;0,713415
799,0000;0,715079
798,0000;0,716747
797,0000;0,718432
796,0000;0,720128
795,0000;0,72183
794,0000;0,723527
793,0000;0,725237
792,0000;0,726971
791,0000;0,728706
790,0000;0,73046
789,0000;0,732216
788,0000;0,733977
787,0000;0,735747
786,0000;0,737517
785,0000;0,739292
784,0000;0,741067
783,0000;0,742839
782,0000;0,744621
781,0000;0,746423
780,0000;0,748216
779,0000;0,750009
778,0000;0,751814
777,0000;0,753623
776,0000;0,755435
775,0000;0,757258
774,0000;0,759083
773,0000;0,760919
772,0000;0,762754
771,0000;0,764597
770,0000;0,766437
769,0000;0,768277
768,0000;0,770127
767,0000;0,771968
766,0000;0,773811
765,0000;0,775657
764,0000;0,777498
763,0000;0,779349
762,0000;0,781204
761,0000;0,783064
760,0000;0,784938
759,0000;0,786825
758,0000;0,788739
757,0000;0,790655
756,0000;0,792583
755,0000;0,794518
754,0000;0,796466
753,0000;0,79842
752,0000;0,800386
751,0000;0,802362
750,0000;0,804356
749,0000;0,806362
748,0000;0,808386
747,0000;0,810425
746,0000;0,812493
745,0000;0,814588
744,0000;0,816726
743,0000;0,818916
742,0000;0,821173
741,0000;0,823502
740,0000;0,826515
739,0000;0,829062
738,0000;0,831774
737,0000;0,83472
736,0000;0,837994
735,0000;0,841677
734,0000;0,84588
733,0000;0,85066
732,0000;0,855953
731,0000;0,861431
730,0000;0,866437
729,0000;0,870077
728,0000;0,871702
727,0000;0,87136
726,0000;0,869764
725,0000;0,867934
724,0000;0,86655
723,0000;0,865832
722,0000;0,865819
721,0000;0,866402
720,0000;0,86752
719,0000;0,868986
718,0000;0,870614
717,0000;0,872288
716,0000;0,873971
715,0000;0,875687
714,0000;0,877439
713,0000;0,879203
712,0000;0,881002
711,0000;0,882819
710,0000;0,884665
709,0000;0,886557
708,0000;0,888463
707,0000;0,890395
706,0000;0,892344
705,0000;0,894317
704,0000;0,896309
703,0000;0,898311
702,0000;0,900314
701,0000;0,902336
700,0000;0,904379
699,0000;0,906427
698,0000;0,908494
697,0000;0,910561
696,0000;0,912635
695,0000;0,914722
694,0000;0,916822
693,0000;0,918923
692,0000;0,921036
691,0000;0,923164
690,0000;0,925306
689,0000;0,927457
688,0000;0,929621
687,0000;0,931798
686,0000;0,933979
685,0000;0,936165
684,0000;0,938357
683,0000;0,940566
682,0000;0,942782
681,0000;0,944991
680,0000;0,947207
679,0000;0,949423
